Time (s),Absolute load,Accelerator pedal position (%),Actual equivalence/air to fuel ratio (λ),Actual exhaust camshaft retard from max advance position (°),Actual intake camshaft advance from max retard position (°),Catalyst Temperature (%),Desired equivalence/air to fuel ratio (λ),Desired exhaust camshaft retard from max advance position (°),Desired intake camshaft advance from max retard position (°),Engine RPM,Fuel injection pulse width (ms),Ignition timing advance (°),Intake air temperature (°F),Intake manifold absolute pressure (kPa),Knock retard (°),Long term fuel trim (%),Mass airflow (g/s),Short term fuel trim (primary sensor) (%)
-1955.254,0.530,11.0,0.992,25.37,73.8,773.6,0.998,25.5,74.0,2869,1.003,13.2,79,67.6,0.08,0.0,28.63,-1.2
-1955.145,0.536,11.0,0.977,25.09,73.7,773.6,0.998,25.4,74.0,2872,1.016,13.5,79,67.0,0.09,0.0,29.44,-2.0
-1955.036,0.541,11.3,0.984,25.34,73.6,773.6,0.997,25.4,74.0,2876,1.032,12.8,79,67.8,0.10,0.0,30.88,-2.3
-1954.928,0.544,11.5,0.984,25.21,73.7,773.5,0.997,25.4,74.0,2876,1.038,11.8,78,68.0,0.11,0.0,31.77,-2.3
-1954.819,0.562,11.5,0.992,25.63,73.8,773.6,0.997,25.4,74.0,2875,1.059,11.2,77,69.6,0.12,0.0,31.72,-2.3
-1954.710,0.565,11.5,0.985,25.26,73.8,773.6,0.997,25.4,74.0,2878,1.072,10.7,77,71.6,0.13,0.0,31.47,-2.3
-1954.602,0.565,11.5,0.991,25.36,73.7,773.7,0.997,25.4,74.0,2880,1.075,10.7,77,70.5,0.14,0.0,31.37,-1.9
-1954.493,0.571,11.5,0.992,25.72,73.7,773.7,0.997,25.4,74.0,2881,1.080,11.0,77,71.5,0.15,0.0,31.01,-2.0
-1954.385,0.566,11.5,0.992,25.22,73.8,773.9,0.996,25.4,74.0,2883,1.077,11.5,77,70.5,0.15,0.0,31.40,-2.3
-1954.276,0.558,11.5,0.992,25.02,73.8,774.0,0.996,25.4,74.0,2885,1.072,11.5,77,70.0,0.17,0.0,31.06,-2.3
-1954.167,0.568,11.5,1.000,25.12,73.7,774.3,0.996,25.3,74.0,2886,1.072,11.5,77,70.0,0.17,0.0,31.29,-1.9
-1954.059,0.554,11.5,0.992,25.12,73.8,774.6,0.996,25.3,74.0,2885,1.061,12.0,77,70.0,0.18,0.0,31.79,-2.1
-1953.950,0.549,11.5,1.000,25.35,73.8,774.7,0.996,25.3,74.0,2889,1.056,12.3,77,70.0,0.20,0.0,33.23,-1.8
-1953.841,0.553,11.5,0.999,25.25,73.8,774.9,0.995,25.3,74.0,2894,1.064,12.2,77,71.0,0.21,0.0,29.85,-1.6
-1953.733,0.553,11.5,0.992,25.49,73.7,775.1,0.995,25.3,74.0,2896,1.059,12.0,77,69.2,0.22,0.0,30.96,-1.6
-1953.624,0.552,11.0,0.992,25.59,73.8,775.3,0.995,25.3,74.0,2899,1.056,12.9,77,70.7,0.23,0.0,30.52,-1.6
-1953.515,0.545,11.0,0.992,25.22,73.8,775.5,0.995,25.3,74.0,2898,1.045,13.0,77,68.9,0.24,0.0,28.62,-1.6
-1953.407,0.541,11.4,0.989,25.29,73.7,775.7,0.995,25.3,74.0,2907,1.033,13.5,77,67.8,0.25,0.0,31.48,-1.6
-1953.298,0.540,11.0,0.984,25.19,73.6,776.0,0.995,25.3,74.0,2904,1.039,13.0,77,69.6,0.25,0.0,28.84,-1.6
-1953.189,0.537,11.0,0.984,25.13,73.7,776.1,0.995,25.3,74.0,2905,1.017,13.5,77,68.3,0.26,0.0,27.60,-2.3
-1953.081,0.533,10.8,0.989,25.23,73.7,776.3,0.995,25.3,74.0,2906,1.015,13.2,77,67.0,0.26,0.0,30.91,-2.3
-1952.972,0.527,10.5,0.992,25.30,73.8,776.5,0.995,25.3,74.0,2910,0.998,14.2,77,68.1,0.27,0.0,31.96,-2.3
-1952.864,0.516,10.5,0.981,25.48,73.9,776.6,0.995,25.3,74.0,2913,0.983,15.0,77,66.7,0.28,0.0,27.49,-2.6
-1952.755,0.513,10.5,0.983,25.62,73.8,776.8,0.995,25.3,74.0,2913,0.978,14.8,77,66.9,0.30,0.0,27.76,-3.1
-1952.646,0.511,10.5,0.977,25.45,73.9,776.9,0.995,25.3,74.0,2914,0.976,15.2,77,65.8,0.30,0.0,27.69,-3.1
-1952.538,0.513,10.2,0.984,25.50,73.6,777.0,0.995,25.3,74.0,2915,0.960,16.0,77,64.2,0.30,0.0,28.80,-3.1
-1952.429,0.495,9.6,1.000,25.26,73.6,777.2,0.996,25.3,74.0,2913,0.934,16.3,77,62.2,0.31,0.0,27.54,-2.6
-1952.320,0.458,9.1,1.006,25.36,73.9,777.4,0.997,25.3,74.0,2912,0.903,17.5,77,62.0,0.32,0.0,25.55,-1.2
-1952.212,0.444,9.4,1.039,24.95,73.9,777.6,0.997,25.3,74.0,2915,0.883,18.3,77,59.3,0.33,0.0,26.66,-0.2
-1952.103,0.447,9.5,1.008,24.81,73.6,777.7,0.996,25.3,74.0,2915,0.876,18.8,77,59.0,0.34,0.0,24.11,-0.5
-1951.994,0.447,9.5,0.992,25.08,73.6,777.9,0.996,25.3,74.0,2912,0.872,19.0,77,59.0,0.34,0.0,24.60,-0.8
-1951.886,0.451,9.5,1.016,25.18,73.7,778.1,0.995,25.3,74.0,2910,0.880,18.7,77,60.8,0.34,0.0,25.07,0.2
-1951.777,0.443,9.5,1.014,25.17,73.8,778.2,0.995,25.3,74.0,2909,0.877,18.5,77,59.1,0.36,0.0,24.86,-0.4
-1951.668,0.454,9.5,0.999,25.30,73.7,778.4,0.995,25.3,74.0,2905,0.891,18.5,77,60.8,0.36,0.0,27.00,-0.2
-1951.560,0.455,9.1,0.992,25.21,73.7,778.7,0.995,25.3,74.0,2909,0.897,18.2,77,59.3,0.37,0.0,26.49,-0.5
-1951.451,0.451,9.4,0.977,25.15,73.8,778.8,0.995,25.3,74.0,2912,0.880,18.3,77,58.1,0.38,0.0,26.10,-0.8
-1951.342,0.443,9.1,0.992,25.43,73.9,778.8,0.995,25.3,74.0,2909,0.873,18.8,77,58.9,0.39,0.0,24.29,-0.8
-1951.234,0.447,9.0,0.994,25.08,73.7,779.0,0.995,25.3,74.0,2904,0.872,18.7,77,58.1,0.40,0.0,22.89,-0.3
-1951.125,0.447,9.0,1.006,25.41,73.7,779.1,0.996,25.3,74.0,2905,0.870,18.9,77,59.0,0.41,0.0,24.65,0.6
-1951.017,0.445,8.5,0.998,25.31,73.7,779.3,0.995,25.3,74.0,2905,0.864,18.6,77,56.9,0.42,0.0,28.06,0.1
-1950.908,0.432,8.0,0.988,25.29,73.7,779.5,0.996,25.3,74.0,2903,0.835,19.3,77,55.7,0.43,0.0,24.17,0.0
-1950.799,0.413,7.5,0.981,25.39,73.6,779.6,0.996,25.3,74.0,2902,0.789,22.0,77,54.0,0.44,0.2,23.48,-2.0
-1950.691,0.389,8.0,0.995,25.39,73.7,779.6,0.997,25.3,74.0,2900,0.732,25.6,77,52.7,0.26,1.6,20.23,-1.6
-1950.582,0.376,7.9,1.006,25.34,73.6,779.7,0.997,25.4,74.0,2896,0.713,27.5,77,51.5,-0.05,1.6,22.19,-1.5
-1950.473,0.381,7.6,1.008,25.27,73.7,779.8,0.997,25.5,74.0,2893,0.735,26.9,77,52.3,-0.32,1.6,23.06,-0.3
-1950.365,0.386,7.8,0.985,25.14,73.8,779.9,0.996,25.6,74.0,2888,0.735,26.0,77,52.4,-0.55,1.6,22.52,-3.1
-1950.256,0.382,7.5,0.977,25.55,73.8,779.9,0.996,25.7,74.0,2887,0.722,26.3,77,51.6,-0.55,1.6,20.69,-2.8
-1950.147,0.374,7.5,0.970,25.69,73.8,779.9,0.997,25.8,74.0,2884,0.704,27.4,77,52.9,-0.55,1.6,20.30,-2.7
-1950.039,0.376,7.5,0.992,25.83,73.8,779.9,0.997,25.9,74.0,2881,0.717,27.2,77,50.8,-0.55,1.6,20.60,-1.8
-1949.930,0.388,7.5,1.012,26.26,73.8,779.9,0.997,26.0,74.0,2883,0.732,25.9,77,52.7,-0.55,1.6,20.52,-2.3
-1949.821,0.377,7.9,0.970,26.23,73.7,779.9,0.997,26.3,74.0,2875,0.706,27.1,77,53.9,-0.55,1.6,22.59,-4.2
-1949.713,0.361,7.6,0.992,26.52,73.7,779.9,0.997,26.4,74.0,2875,0.710,28.3,77,51.1,-0.55,1.6,19.97,-2.4
-1949.604,0.365,7.9,1.046,26.33,73.8,779.9,0.997,26.5,74.0,2877,0.728,27.8,77,51.9,-0.64,1.6,20.08,-0.5
-1949.496,0.381,8.0,0.991,26.58,73.7,779.9,0.997,26.7,74.0,2873,0.723,26.4,77,52.0,-1.05,1.6,21.64,-3.0
-1949.387,0.388,8.0,0.986,26.93,73.7,780.0,0.997,26.6,74.0,2871,0.742,24.8,77,52.0,-1.05,1.6,20.09,-1.9
-1949.278,0.386,8.0,0.986,27.08,73.7,780.0,0.997,26.9,74.0,2871,0.740,24.9,77,52.1,-1.05,1.6,20.50,-2.9
-1949.170,0.395,8.0,0.973,27.04,73.8,779.9,0.997,27.3,74.0,2867,0.748,23.7,77,52.9,-1.05,1.6,20.77,-3.1
-1949.061,0.389,8.0,0.984,27.28,73.8,779.9,0.997,27.6,74.0,2868,0.726,24.0,77,52.2,-1.05,1.6,20.34,-3.1
-1948.952,0.380,8.0,0.992,27.66,73.7,779.8,0.997,27.8,74.0,2865,0.720,25.5,77,53.3,-1.05,1.6,21.90,-3.0
-1948.844,0.380,8.0,1.000,27.93,73.7,779.8,0.997,28.0,74.0,2866,0.736,25.6,77,53.6,-1.05,1.6,21.48,-2.3
-1948.735,0.380,7.9,0.992,28.53,73.7,779.8,0.997,28.3,74.0,2865,0.707,26.5,77,53.0,-1.05,1.6,19.48,-2.4
-1948.626,0.380,7.5,0.999,28.77,73.7,779.8,0.997,28.5,74.0,2870,0.718,26.0,77,52.7,-1.05,1.6,19.40,-2.8
-1948.518,0.376,7.6,1.012,28.83,73.8,779.8,0.997,28.6,74.0,2862,0.727,26.5,77,52.3,-1.05,1.6,18.51,-0.3
-1948.409,0.372,8.0,0.996,28.92,73.6,779.8,0.997,28.7,74.0,2864,0.699,28.4,77,53.0,-1.33,1.6,18.35,-3.0
-1948.300,0.382,7.9,1.003,28.98,73.7,779.8,0.997,28.8,74.0,2870,0.736,25.7,77,53.4,-1.55,1.6,21.24,-2.2
-1948.192,0.396,7.5,0.992,29.09,71.8,779.8,0.997,29.1,66.0,2865,0.768,23.5,77,53.5,-1.55,1.6,21.20,-2.1
-1948.083,0.406,7.5,0.966,29.50,64.9,779.8,0.996,29.7,54.0,2867,0.770,23.4,77,52.1,-1.55,1.6,21.68,-3.7
-1947.975,0.408,7.7,0.972,29.78,54.0,779.6,0.996,29.9,45.4,2863,0.780,23.1,77,50.5,-1.55,1.6,20.14,-3.3
-1947.866,0.403,7.8,0.971,29.92,45.8,779.5,0.997,30.3,41.0,2861,0.749,23.6,77,49.4,-1.55,1.6,19.45,-4.1
-1947.757,0.398,7.5,0.969,30.12,39.8,779.4,0.997,30.7,38.2,2866,0.726,24.2,77,49.6,-1.55,1.6,19.85,-4.4
-1947.649,0.391,7.5,0.981,30.95,37.5,779.3,0.997,31.2,36.4,2866,0.720,24.5,77,49.4,-1.55,1.6,20.77,-3.9
-1947.540,0.388,7.8,0.991,31.45,36.1,779.2,0.997,31.9,35.5,2866,0.715,24.7,77,49.7,-1.55,1.6,20.79,-3.9
-1947.431,0.371,8.0,0.969,32.20,35.7,779.2,0.997,31.6,35.9,2866,0.704,26.0,77,49.2,0.00,1.6,19.41,-4.8
-1947.323,0.382,8.3,1.006,31.90,37.0,779.1,0.997,30.9,37.4,2867,0.734,26.5,77,50.6,0.00,1.6,21.37,-3.6
-1947.214,0.400,8.5,1.022,31.57,38.2,779.0,0.996,30.8,38.1,2866,0.776,25.5,77,54.9,0.00,1.6,23.45,-3.3
-1947.105,0.411,8.5,0.993,31.05,38.3,779.0,0.996,30.7,38.2,2864,0.788,24.7,77,54.3,0.00,1.6,23.55,-3.4
-1946.997,0.420,8.9,1.015,30.90,38.7,779.0,0.996,30.6,39.1,2867,0.819,24.5,77,55.9,0.00,1.6,24.27,-2.0
-1946.888,0.424,9.0,1.005,30.59,40.0,779.0,0.996,30.2,41.8,2871,0.832,24.1,77,57.0,0.00,1.5,21.72,-2.8
-1946.779,0.439,9.4,0.985,30.35,42.4,779.0,0.995,29.9,47.4,2871,0.851,23.3,77,56.1,0.00,0.0,24.08,-1.9
-1946.671,0.437,9.5,0.992,29.81,48.5,778.9,0.996,29.3,57.3,2873,0.869,22.6,77,58.0,0.00,0.0,24.32,-0.9
-1946.562,0.451,9.5,0.995,29.47,57.2,778.9,0.995,28.9,64.0,2876,0.879,20.6,77,58.6,-0.19,0.0,25.40,-0.8
-1946.454,0.450,9.6,1.006,28.95,66.2,778.9,0.995,28.2,71.6,2873,0.873,19.0,77,61.2,-0.71,0.0,29.25,-0.7
-1946.345,0.451,10.0,1.016,28.26,70.9,778.9,0.995,27.6,74.0,2878,0.900,17.0,77,61.7,-0.99,0.0,28.27,0.7
-1946.236,0.462,10.0,1.003,27.62,73.7,778.9,0.993,27.0,74.0,2877,0.926,15.9,75,61.7,-0.99,0.0,27.93,0.0
-1946.128,0.471,10.0,0.982,26.94,73.6,778.9,0.993,26.5,74.0,2881,0.943,15.5,75,62.0,-0.99,0.0,27.82,-0.2
-1946.019,0.479,10.0,0.977,26.06,73.9,778.9,0.993,26.0,74.0,2884,0.936,15.5,75,61.0,-0.99,0.0,26.75,-0.8
-1945.910,0.475,10.0,0.977,25.62,73.7,778.9,0.994,25.8,74.0,2883,0.934,15.4,75,61.0,-0.99,0.0,26.37,-1.1
-1945.802,0.473,10.0,0.987,25.25,73.6,778.8,0.995,25.6,74.0,2885,0.921,15.2,75,61.0,-0.99,0.0,24.79,-1.1
-1945.693,0.475,10.3,1.005,25.43,73.5,778.8,0.995,25.4,74.0,2891,0.932,15.8,75,61.0,-0.99,0.0,26.17,0.0
-1945.584,0.495,10.5,0.995,24.88,73.8,778.8,0.994,25.3,74.0,2892,0.952,15.1,75,61.7,-0.99,0.0,27.67,-0.4
-1945.476,0.502,10.5,0.980,25.05,73.8,778.9,0.994,25.3,74.0,2893,0.972,14.3,75,62.6,-0.99,0.0,28.66,-1.1
-1945.367,0.496,10.5,0.969,24.86,73.8,778.9,0.994,25.3,74.0,2897,0.957,14.4,75,65.2,-0.99,0.0,28.12,-1.6
-1945.258,0.494,10.5,0.977,25.47,73.6,778.9,0.994,25.3,74.0,2901,0.952,14.7,75,64.2,-0.99,0.0,28.46,-1.6
-1945.150,0.490,10.5,0.993,25.36,73.7,778.9,0.995,25.3,74.0,2901,0.948,15.2,75,66.0,-0.99,0.0,27.33,-1.6
-1945.041,0.487,10.1,1.000,25.29,73.8,778.9,0.995,25.3,74.0,2903,0.954,15.1,75,64.0,-0.99,0.0,27.88,-1.0
-1944.933,0.495,10.0,0.998,25.32,73.7,779.0,0.994,25.3,74.0,2905,0.960,15.0,75,62.9,-0.99,0.0,27.95,-0.8
-1944.824,0.501,10.0,0.987,25.38,73.8,779.2,0.994,25.3,74.0,2909,0.966,15.0,75,62.4,-0.99,0.0,27.23,-0.8
-1944.715,0.496,10.5,0.974,25.38,73.6,779.3,0.994,25.3,74.0,2915,0.955,15.4,75,64.1,-0.99,0.0,28.01,-1.5
-1944.607,0.488,10.0,0.978,25.37,73.7,779.3,0.995,25.3,74.0,2914,0.939,15.0,75,64.7,-0.99,0.0,27.60,-2.3
-1944.498,0.484,10.1,0.996,25.23,73.8,779.3,0.995,25.3,74.0,2923,0.944,15.5,75,63.0,-0.99,0.0,27.21,-0.8
-1944.389,0.488,10.4,0.996,25.23,73.8,779.5,0.994,25.2,74.0,2923,0.959,15.0,75,63.0,-0.99,0.0,28.67,-0.8
-1944.281,0.487,10.1,0.996,25.39,73.7,779.6,0.994,25.2,74.0,2921,0.944,15.0,75,63.0,-0.99,0.0,27.95,-1.5
-1944.172,0.482,10.3,1.000,25.71,73.7,779.7,0.994,25.2,74.0,2928,0.944,15.5,75,63.0,-0.99,0.0,28.14,-0.8
-1944.063,0.490,10.0,1.000,24.97,73.8,779.9,0.994,25.2,74.0,2922,0.947,15.5,75,63.6,-0.99,0.0,27.47,-0.8
-1943.955,0.489,10.0,1.000,25.24,73.5,780.0,0.994,25.2,74.0,2928,0.954,15.7,75,63.3,-0.99,0.0,28.49,-0.8
-1943.846,0.484,10.0,0.988,25.43,73.6,780.2,0.994,25.2,74.0,2931,0.938,16.2,75,63.0,-0.99,0.0,28.95,-0.8
-1943.737,0.476,10.0,0.999,25.12,73.7,780.3,0.994,25.2,74.0,2932,0.939,16.3,75,62.3,-0.99,0.0,28.74,-0.0
-1943.629,0.475,10.0,0.993,25.06,73.7,780.4,0.994,25.2,74.0,2934,0.931,16.0,75,62.0,-0.99,0.0,27.82,0.3
-1943.520,0.481,9.6,1.008,25.07,73.7,780.6,0.993,25.2,74.0,2938,0.940,16.3,75,61.2,-0.99,0.0,26.73,0.5
-1943.412,0.468,9.5,0.992,25.16,73.7,780.8,0.993,25.2,74.0,2938,0.919,16.8,75,60.1,-0.99,0.0,24.25,-0.3
-1943.303,0.467,9.1,0.989,25.23,73.7,780.9,0.993,25.2,74.0,2938,0.901,17.4,75,60.0,-0.99,0.0,24.43,-0.2
-1943.194,0.447,9.0,1.013,24.97,73.7,781.0,0.993,25.1,74.0,2939,0.894,17.5,75,61.0,-0.99,0.0,23.02,0.6
-1943.086,0.447,9.5,0.992,24.85,73.8,781.2,0.994,25.1,74.0,2946,0.893,17.9,75,57.1,-0.99,0.0,25.28,0.1
-1942.977,0.445,9.1,0.989,25.16,73.7,781.3,0.993,25.1,74.0,2945,0.890,18.0,75,58.8,-0.99,0.0,25.30,0.8
-1942.868,0.444,9.5,0.990,25.28,73.6,781.4,0.994,25.1,74.0,2944,0.867,18.0,75,58.0,-0.99,0.0,25.42,0.0
-1942.760,0.453,8.9,1.003,25.29,73.7,781.5,0.993,25.1,74.0,2953,0.912,17.5,75,57.8,-1.20,0.0,26.62,1.6
-1942.651,0.436,8.0,0.991,25.27,73.7,781.6,0.994,25.1,74.0,2944,0.850,18.2,75,56.1,-1.48,0.0,21.81,0.0
-1942.542,0.405,8.0,0.982,25.10,73.7,781.7,0.994,25.1,74.0,2946,0.771,21.1,75,53.7,-1.48,0.6,20.90,-0.1
-1942.434,0.386,8.0,1.003,24.92,73.8,781.7,0.995,25.2,74.0,2946,0.725,23.5,75,52.5,-1.48,1.6,20.75,-0.7
-1942.325,0.388,7.9,1.005,24.95,73.9,781.8,0.995,25.2,74.0,2946,0.740,23.5,75,51.0,-1.48,1.6,24.48,0.8
-1942.216,0.385,7.5,0.990,25.26,73.7,782.0,0.996,25.5,74.0,2945,0.732,23.5,75,51.0,-1.48,1.6,25.27,-1.3
-1942.108,0.367,7.0,0.974,25.62,73.7,782.0,0.996,26.3,74.0,2940,0.693,24.3,75,50.7,-1.48,1.6,18.72,-2.2
-1941.999,0.342,7.0,1.003,26.33,73.7,782.0,0.996,26.9,74.0,2943,0.713,25.0,75,48.8,-0.84,1.6,17.09,-0.0
-1941.891,0.335,6.5,1.005,27.29,73.7,782.1,0.996,27.6,65.7,2933,0.727,27.0,75,47.4,0.00,1.6,18.18,-0.0
-1941.782,0.344,6.5,0.954,28.27,63.5,782.1,0.996,28.4,48.5,2939,0.697,26.4,75,45.7,0.00,1.6,19.95,-4.7
-1941.673,0.350,6.5,0.951,28.97,48.1,781.9,0.996,29.1,40.1,2931,0.681,25.0,75,44.7,0.00,1.6,17.67,-4.5
-1941.565,0.332,6.5,1.000,29.38,39.5,781.8,0.996,30.3,36.0,2930,0.694,25.5,75,43.4,0.00,1.6,17.62,-0.7
-1941.456,0.320,6.5,1.005,30.66,33.3,781.8,0.996,31.4,31.0,2926,0.703,26.5,75,42.3,0.00,1.6,17.57,-0.6
-1941.347,0.315,6.5,0.967,32.16,26.7,781.8,0.995,32.3,25.4,2927,0.657,27.0,75,43.3,0.00,1.6,15.64,-5.4
-1941.239,0.310,6.5,0.967,33.36,22.5,781.8,0.995,33.2,22.1,2922,0.661,27.9,75,44.5,0.00,1.6,17.58,-4.7
-1941.130,0.310,6.5,1.000,34.03,21.4,781.7,0.995,33.5,21.2,2916,0.678,28.5,75,46.0,0.00,1.6,19.41,-1.0
-1941.021,0.313,6.5,0.986,34.16,21.4,781.7,0.995,33.5,21.0,2917,0.658,28.5,75,46.6,0.00,1.6,18.33,-3.2
-1940.913,0.318,6.5,0.982,34.00,20.9,781.6,0.995,33.8,20.2,2907,0.669,28.5,75,48.0,0.00,1.6,17.71,-3.8
-1940.804,0.313,6.4,0.996,34.22,19.2,781.6,0.995,35.1,17.0,2901,0.665,29.0,75,48.3,0.00,1.6,17.06,-2.4
-1940.695,0.295,5.8,1.000,35.89,15.1,781.6,0.995,38.8,12.2,2896,0.635,31.0,75,48.1,0.00,1.6,15.62,-3.6
-1940.587,0.270,5.0,1.033,40.59,10.0,781.6,0.994,41.3,9.6,2893,0.624,32.6,75,46.7,0.00,1.6,14.22,0.3
-1940.478,0.257,5.0,1.055,42.81,10.1,781.6,0.993,41.6,9.9,2892,0.646,34.6,75,47.0,0.00,1.6,13.85,1.9
-1940.370,0.255,5.0,1.010,42.72,9.6,781.6,0.993,41.6,9.7,2886,0.628,35.0,75,46.0,0.00,1.6,12.60,-0.8
-1940.261,0.255,5.0,0.968,42.23,10.1,781.6,0.993,41.0,10.4,2881,0.596,35.0,75,45.4,0.00,1.6,12.84,-4.4
-1940.152,0.255,5.0,0.968,41.82,10.2,781.5,0.993,41.3,9.9,2879,0.591,35.0,75,45.7,0.00,1.6,13.57,-3.2
-1940.044,0.252,5.0,0.984,41.99,9.8,781.3,0.993,41.8,9.2,2872,0.605,35.2,75,45.2,0.00,1.6,13.78,-1.9
-1939.935,0.254,5.0,0.984,41.95,9.4,781.2,0.993,41.9,9.1,2864,0.600,35.5,75,46.5,0.00,1.6,14.57,-2.0
-1939.826,0.255,5.0,0.984,41.96,9.3,781.1,0.994,41.9,9.0,2860,0.593,36.0,75,45.3,0.00,1.6,14.64,-2.3
-1939.718,0.248,5.0,0.977,41.90,9.2,781.1,0.993,41.9,9.0,2850,0.580,36.5,75,45.8,0.00,1.6,13.18,-2.8
-1939.609,0.247,5.0,0.987,42.33,9.0,780.9,0.993,42.0,8.7,2849,0.588,36.5,75,45.1,0.00,1.6,12.48,-2.1
-1939.500,0.251,5.0,1.023,42.51,8.9,780.8,0.993,42.0,8.8,2844,0.608,36.8,75,46.6,0.00,1.6,12.29,-0.1
-1939.392,0.251,5.0,0.990,42.17,9.2,780.8,0.993,41.5,9.7,2836,0.604,36.7,75,45.2,0.00,1.6,13.36,-1.8
-1939.283,0.251,5.0,0.961,41.94,9.6,780.7,0.993,41.4,9.8,2831,0.587,36.5,75,44.0,0.00,1.6,14.79,-4.3
-1939.174,0.259,5.0,0.965,41.70,9.8,780.5,0.994,41.6,9.5,2825,0.595,36.5,75,46.0,0.00,1.6,14.18,-4.0
-1939.066,0.260,5.0,0.977,41.57,9.2,780.3,0.994,42.0,9.1,2818,0.600,37.0,75,46.2,0.00,1.6,14.32,-3.1
-1938.957,0.263,5.0,0.973,42.22,9.0,780.1,0.994,42.3,8.5,2818,0.593,36.5,75,47.0,0.00,1.6,12.59,-3.9
-1938.849,0.259,5.0,0.973,42.17,8.9,779.8,0.994,42.3,8.4,2810,0.592,37.1,75,46.6,0.00,1.6,12.49,-4.1
-1938.740,0.253,5.0,0.977,42.41,8.4,779.6,0.994,42.4,8.3,2805,0.583,37.7,75,46.4,0.00,1.6,13.20,-4.5
-1938.631,0.253,5.2,0.982,42.65,8.6,779.4,0.994,41.7,9.6,2803,0.580,38.3,75,46.5,0.00,1.6,12.77,-3.7
-1938.523,0.267,6.2,0.996,41.28,12.5,779.3,0.994,37.1,18.4,2797,0.638,36.6,75,46.6,0.00,1.6,13.93,-2.8
-1938.414,0.300,7.3,0.976,38.21,20.7,779.1,0.995,34.6,29.3,2798,0.666,33.2,75,47.6,0.00,1.6,16.48,-4.3
-1938.305,0.337,7.8,0.962,35.49,28.3,778.9,0.995,34.3,31.2,2795,0.676,30.3,75,49.4,0.00,1.6,19.85,-6.3
-1938.197,0.369,8.7,1.001,33.46,33.8,778.6,0.995,32.9,36.2,2792,0.720,28.4,75,50.8,-0.03,1.6,20.64,-3.6
-1938.088,0.415,9.0,1.028,32.30,38.7,778.3,0.995,31.6,41.1,2802,0.799,25.8,75,53.6,-0.55,1.6,24.21,-3.3
-1937.979,0.442,9.0,0.970,31.29,42.3,778.1,0.995,31.2,42.9,2803,0.844,22.4,75,55.8,-1.00,1.6,25.63,-3.9
-1937.871,0.455,9.4,0.987,30.49,43.3,777.9,0.995,31.4,43.1,2802,0.861,21.0,75,56.9,-1.00,0.0,24.41,-2.2
-1937.762,0.459,9.5,1.014,30.38,43.4,777.6,0.995,31.2,43.0,2805,0.882,20.7,75,59.9,-1.00,0.0,24.89,-1.0
-1937.653,0.455,9.5,1.008,30.63,44.7,777.5,0.995,30.9,48.3,2809,0.888,20.9,75,59.0,-1.00,0.0,23.36,-1.4
-1937.545,0.455,9.5,1.006,30.46,53.1,777.3,0.995,29.8,63.4,2820,0.893,19.3,75,59.0,-1.00,0.0,24.19,-1.0
-1937.436,0.459,9.9,1.004,29.78,65.2,777.2,0.995,28.6,74.0,2821,0.891,16.8,75,59.9,-1.00,0.0,25.06,-0.8
-1937.328,0.468,10.0,1.018,28.72,71.7,777.1,0.995,27.9,74.0,2825,0.920,15.6,75,62.1,-1.00,0.0,27.83,0.5
-1937.219,0.480,10.0,0.995,27.95,73.5,776.9,0.994,27.3,74.0,2830,0.936,15.1,75,64.8,-1.00,0.0,28.35,-1.3
-1937.110,0.485,10.0,0.987,26.89,73.6,776.8,0.993,26.6,74.0,2833,0.949,15.0,75,63.7,-1.00,0.0,28.12,-0.8
-1937.002,0.480,9.5,0.992,26.08,73.5,776.7,0.994,26.3,74.0,2837,0.923,14.5,75,62.5,-1.00,0.0,26.69,-0.7
-1936.893,0.477,9.5,1.005,25.60,73.8,776.6,0.995,26.1,74.0,2845,0.928,15.0,75,63.3,-1.00,0.0,26.03,0.1
-1936.784,0.465,9.5,1.011,25.48,73.6,776.5,0.994,26.0,74.0,2849,0.919,15.6,75,62.0,-1.00,0.0,26.71,0.8
-1936.676,0.459,9.5,1.008,25.77,73.6,776.5,0.994,25.8,74.0,2850,0.900,16.0,75,61.0,-0.99,0.0,27.50,1.0
-1936.567,0.454,9.5,1.014,25.24,73.8,776.5,0.994,25.6,74.0,2852,0.916,16.0,75,60.0,-0.94,0.0,25.98,1.6
-1936.458,0.456,9.3,1.010,25.64,73.6,776.5,0.993,25.6,74.0,2859,0.902,16.0,75,61.1,-0.88,0.0,24.40,1.8
-1936.350,0.456,9.0,1.008,25.16,73.8,776.5,0.992,25.5,74.0,2863,0.921,16.2,75,61.4,-0.83,0.0,24.36,2.1
-1936.241,0.452,9.0,0.977,25.49,73.8,776.5,0.991,25.4,74.0,2862,0.898,16.5,75,61.0,-0.77,0.0,26.66,1.0
-1936.132,0.448,9.0,0.982,24.94,73.7,776.4,0.991,25.4,74.0,2871,0.902,16.5,75,58.9,-0.72,0.0,28.12,0.7
-1936.024,0.450,9.0,0.991,25.01,73.7,776.3,0.991,25.4,74.0,2874,0.894,16.7,75,58.7,-0.66,0.0,25.95,1.2
-1935.915,0.451,8.7,0.992,25.18,73.8,776.2,0.993,25.4,74.0,2879,0.882,17.2,75,58.3,-0.61,0.0,23.00,0.8
